epoch,train_loss,train_acc,val_loss,val_acc,lr,time_elapsed
1,0.6941458509679426,0.5219298245614035,0.6971919139226278,0.5,0.001,0.8251583576202393
2,0.6897333157689948,0.5219298245614035,0.6845825645658705,0.5,0.001,1.2723333835601807
3,0.6805473559781124,0.5526315789473685,0.6617722246381972,0.6111111111111112,0.001,1.7378475666046143
4,0.6511487233011346,0.631578947368421,0.6002848280800713,0.7777777777777778,0.001,2.1999399662017822
5,0.6108130386001185,0.6815789473684211,0.5327810313966539,0.7222222222222222,0.001,2.6103005409240723
6,0.539317756786681,0.730701754385965,0.5057592259513007,0.7222222222222222,0.001,3.062788724899292
7,0.5359337093537314,0.7166666666666667,0.5546267363760207,0.6666666666666666,0.001,3.4735302925109863
8,0.4707662444365652,0.769298245614035,0.6280168659157224,0.7222222222222222,0.001,3.8735103607177734
9,0.4547368680175982,0.7745614035087719,0.5589212775230408,0.7222222222222222,0.001,4.280976295471191
10,0.42654604326214707,0.793859649122807,0.5814785559972128,0.7222222222222222,0.001,4.68608546257019
